#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H1-3	H2BC21	9606.ENSP00000244534	9606.ENSP00000358151	0	0.006	0	0	0.128	0.248	0	0.751	0.822
H1-3	H2AC20	9606.ENSP00000244534	9606.ENSP00000332194	0	0.002	0	0	0.190	0.136	0	0.772	0.826
H1-3	H1-5	9606.ENSP00000244534	9606.ENSP00000330074	0	0	0.055	0.970	0.724	0.165	0.400	0.426	0.911
H1-3	H1-4	9606.ENSP00000244534	9606.ENSP00000307705	0	0	0.051	0.978	0.781	0.165	0.400	0.594	0.950
H1-4	H4C6	9606.ENSP00000307705	9606.ENSP00000244537	0	0	0	0	0.381	0.911	0	0.475	0.968
H1-4	H2AC8	9606.ENSP00000307705	9606.ENSP00000303373	0	0.002	0	0	0.272	0.819	0	0.394	0.913
H1-4	H2AC14	9606.ENSP00000307705	9606.ENSP00000328484	0	0.002	0	0	0.465	0.136	0	0.445	0.721
H1-4	H2AC13	9606.ENSP00000307705	9606.ENSP00000351589	0	0.002	0	0	0.497	0.136	0	0.494	0.761
H1-4	H2AC18	9606.ENSP00000307705	9606.ENSP00000358155	0	0.002	0	0	0.137	0.136	0	0.707	0.762
H1-4	H2AC20	9606.ENSP00000307705	9606.ENSP00000332194	0	0.002	0	0	0.281	0.168	0	0.707	0.809
H1-4	H2BC21	9606.ENSP00000307705	9606.ENSP00000358151	0	0.007	0	0	0.142	0.339	0	0.704	0.818
H1-4	H2BC11	9606.ENSP00000307705	9606.ENSP00000476136	0	0.007	0	0	0.233	0.815	0	0.187	0.875
H1-4	H1-5	9606.ENSP00000307705	9606.ENSP00000330074	0	0	0.052	0.976	0.775	0.164	0.400	0.063	0.881
H1-4	H3C3	9606.ENSP00000307705	9606.ENSP00000484658	0	0	0	0	0.233	0.820	0	0.426	0.914
H1-4	H3C13	9606.ENSP00000307705	9606.ENSP00000333277	0	0	0	0	0.169	0.842	0	0.426	0.918
H1-4	H2BC12	9606.ENSP00000307705	9606.ENSP00000349430	0	0.007	0	0	0.157	0.815	0	0.573	0.927
H1-4	H3C12	9606.ENSP00000307705	9606.ENSP00000352252	0	0	0	0	0.196	0.820	0	0.646	0.944
H1-4	KDM4A	9606.ENSP00000307705	9606.ENSP00000361473	0	0	0	0	0.044	0.900	0	0.540	0.952
H1-5	H4C6	9606.ENSP00000330074	9606.ENSP00000244537	0	0	0	0	0.516	0.475	0	0.461	0.851
H1-5	H2AC8	9606.ENSP00000330074	9606.ENSP00000303373	0	0.005	0	0	0.241	0.246	0	0.599	0.751
H1-5	H2AC14	9606.ENSP00000330074	9606.ENSP00000328484	0	0.005	0	0	0.455	0.136	0	0.581	0.786
H1-5	H2BC14	9606.ENSP00000330074	9606.ENSP00000477907	0	0.006	0	0	0.554	0.116	0	0.301	0.700
H1-5	H2AC13	9606.ENSP00000330074	9606.ENSP00000351589	0	0.005	0	0	0.539	0.136	0	0.755	0.894
H1-5	H2BC21	9606.ENSP00000330074	9606.ENSP00000358151	0	0.006	0	0	0.106	0.229	0	0.976	0.982
H1-5	H2AC18	9606.ENSP00000330074	9606.ENSP00000358155	0	0.005	0	0	0.098	0.136	0	0.989	0.991
H1-5	H2AC20	9606.ENSP00000330074	9606.ENSP00000332194	0	0.005	0	0	0.180	0.136	0	0.989	0.991
H2AC12	H4C6	9606.ENSP00000366679	9606.ENSP00000244537	0	0.019	0	0	0.272	0.925	0.400	0.246	0.972
H2AC12	H2BC5	9606.ENSP00000366679	9606.ENSP00000289316	0	0.018	0	0	0.317	0.178	0.400	0.268	0.720
H2AC12	H2AC8	9606.ENSP00000366679	9606.ENSP00000303373	0	0	0.048	0.984	0.199	0.907	0.400	0.047	0.952
H2AC12	H2AC14	9606.ENSP00000366679	9606.ENSP00000328484	0	0	0.048	0.984	0.282	0.900	0.400	0.050	0.953
H2AC12	H2AC20	9606.ENSP00000366679	9606.ENSP00000332194	0	0	0.049	0.983	0.259	0.800	0.400	0.046	0.904
H2AC12	H2AC21	9606.ENSP00000366679	9606.ENSP00000332790	0	0	0.049	0.983	0.309	0.800	0.400	0.048	0.911
H2AC12	H3C13	9606.ENSP00000366679	9606.ENSP00000333277	0	0.025	0	0	0.322	0.930	0.400	0.124	0.972
H2AC12	H2BC12	9606.ENSP00000366679	9606.ENSP00000349430	0	0.018	0	0	0.295	0.925	0.400	0.485	0.981
H2AC12	H2AC13	9606.ENSP00000366679	9606.ENSP00000351589	0	0	0.048	0.985	0.267	0.900	0.400	0.049	0.952
H2AC12	H2AC18	9606.ENSP00000366679	9606.ENSP00000358155	0	0	0.048	0.984	0	0.800	0.400	0.044	0.876
H2AC12	H2BC13	9606.ENSP00000366679	9606.ENSP00000366618	0	0.018	0	0	0.426	0.178	0.400	0.154	0.728
H2AC12	H2BC3	9606.ENSP00000366679	9606.ENSP00000482674	0	0.018	0	0	0.358	0.178	0.400	0.167	0.701
H2AC12	H2BU1	9606.ENSP00000366679	9606.ENSP00000479284	0	0.018	0.202	0	0.275	0.178	0.400	0.154	0.714
H2AC12	H2BC9	9606.ENSP00000366679	9606.ENSP00000479169	0	0.018	0	0	0.306	0.385	0.400	0.086	0.735
H2AC12	H2BC18	9606.ENSP00000366679	9606.ENSP00000445831	0	0.018	0.202	0	0.310	0.207	0.400	0.154	0.738
H2AC12	H2BC14	9606.ENSP00000366679	9606.ENSP00000477907	0	0.018	0	0	0.406	0.207	0.400	0.187	0.739
H2AC12	H2BC17	9606.ENSP00000366679	9606.ENSP00000477527	0	0.018	0	0	0.415	0.562	0.400	0.240	0.867
H2AC12	H2AC6	9606.ENSP00000366679	9606.ENSP00000367022	0	0	0.048	0.984	0.074	0.908	0.400	0.047	0.945
H2AC12	H2BC11	9606.ENSP00000366679	9606.ENSP00000476136	0	0.018	0	0	0.357	0.925	0.400	0.187	0.973
H2AC13	H4C6	9606.ENSP00000351589	9606.ENSP00000244537	0	0.019	0	0	0.441	0.937	0.400	0.560	0.989
H2AC13	H2BC5	9606.ENSP00000351589	9606.ENSP00000289316	0	0.018	0	0	0.473	0.178	0.400	0.698	0.911
H2AC13	H2AC8	9606.ENSP00000351589	9606.ENSP00000303373	0	0	0.048	0.984	0.492	0.907	0.400	0.052	0.969
H2AC13	H2AC14	9606.ENSP00000351589	9606.ENSP00000328484	0	0	0.048	0.984	0.776	0.900	0.400	0.050	0.985
H2AC13	H2AC20	9606.ENSP00000351589	9606.ENSP00000332194	0	0	0.049	0.983	0.241	0.800	0.400	0.381	0.936
H2AC13	H2AC21	9606.ENSP00000351589	9606.ENSP00000332790	0	0	0.049	0.983	0.260	0.800	0.400	0.047	0.904
H2AC13	H3C13	9606.ENSP00000351589	9606.ENSP00000333277	0	0.025	0	0	0.320	0.921	0.400	0.297	0.974
H2AC13	H2AC7	9606.ENSP00000351589	9606.ENSP00000341094	0	0	0.048	0.984	0.763	0	0.400	0.048	0.854
H2AC13	H2BC12	9606.ENSP00000351589	9606.ENSP00000349430	0	0.018	0	0	0.385	0.925	0.400	0.634	0.988
H2AC13	H2BU1	9606.ENSP00000351589	9606.ENSP00000479284	0	0.018	0	0	0.267	0.178	0.400	0.314	0.719
H2AC13	H3C3	9606.ENSP00000351589	9606.ENSP00000484658	0	0.024	0	0	0.396	0.177	0	0.595	0.781
H2AC13	H2BC13	9606.ENSP00000351589	9606.ENSP00000366618	0	0.018	0	0	0.475	0.178	0.400	0.331	0.804
H2AC13	PSIP1	9606.ENSP00000351589	9606.ENSP00000370114	0	0	0	0	0	0.813	0	0.145	0.833
H2AC13	H2BC15	9606.ENSP00000351589	9606.ENSP00000483903	0	0.018	0	0	0.456	0.178	0.400	0.565	0.867
H2AC13	H3C12	9606.ENSP00000351589	9606.ENSP00000352252	0	0.024	0	0	0.328	0.503	0.400	0.497	0.885
H2AC13	H2BC14	9606.ENSP00000351589	9606.ENSP00000477907	0	0.018	0	0	0.710	0.207	0.400	0.440	0.912
H2AC13	H2BC3	9606.ENSP00000351589	9606.ENSP00000482674	0	0.018	0	0	0.629	0.178	0.400	0.596	0.916
H2AC13	NSD2	9606.ENSP00000351589	9606.ENSP00000372351	0	0	0	0	0.049	0.921	0	0	0.922
H2AC13	H2BC9	9606.ENSP00000351589	9606.ENSP00000479169	0	0.018	0	0	0.789	0.295	0.400	0.279	0.927
H2AC13	H2AC18	9606.ENSP00000351589	9606.ENSP00000358155	0	0	0.048	0.984	0.224	0.800	0.400	0.380	0.935
H2AC13	H2AC6	9606.ENSP00000351589	9606.ENSP00000367022	0	0	0.048	0.984	0.235	0.908	0.400	0.056	0.955
H2AC13	H2BC18	9606.ENSP00000351589	9606.ENSP00000445831	0	0.018	0	0	0.319	0.917	0.400	0.319	0.973
H2AC13	H2BC17	9606.ENSP00000351589	9606.ENSP00000477527	0	0.018	0	0	0.796	0.562	0.400	0.628	0.977
H2AC13	H2BC11	9606.ENSP00000351589	9606.ENSP00000476136	0	0.018	0	0	0.476	0.925	0.400	0.652	0.990
H2AC13	H2BC21	9606.ENSP00000351589	9606.ENSP00000358151	0	0.018	0	0	0.376	0.914	0.400	0.900	0.996
H2AC14	H4C6	9606.ENSP00000328484	9606.ENSP00000244537	0	0.028	0	0	0.441	0.925	0.400	0.395	0.982
H2AC14	H2BC5	9606.ENSP00000328484	9606.ENSP00000289316	0	0.086	0	0	0.437	0.178	0.400	0.457	0.837
H2AC14	H2AC8	9606.ENSP00000328484	9606.ENSP00000303373	0	0	0.048	0.984	0.473	0.900	0.400	0.055	0.966
H2AC14	H3C12	9606.ENSP00000328484	9606.ENSP00000352252	0	0.036	0	0	0.304	0.177	0.400	0.248	0.707
H2AC14	H2AC7	9606.ENSP00000328484	9606.ENSP00000341094	0	0	0.048	0.984	0.533	0	0.400	0.046	0.711
H2AC14	H2BU1	9606.ENSP00000328484	9606.ENSP00000479284	0	0.084	0.203	0	0.261	0.178	0.400	0.140	0.718
H2AC14	H2BC18	9606.ENSP00000328484	9606.ENSP00000445831	0	0.081	0.203	0	0.287	0.178	0.400	0.141	0.728
H2AC14	H2BC15	9606.ENSP00000328484	9606.ENSP00000483903	0	0.086	0	0	0.408	0.178	0.400	0.190	0.745
H2AC14	H2BC21	9606.ENSP00000328484	9606.ENSP00000358151	0	0.085	0	0	0.310	0.406	0.400	0.312	0.817
H2AC14	H2BC13	9606.ENSP00000328484	9606.ENSP00000366618	0	0.085	0	0	0.543	0.178	0.400	0.271	0.822
H2AC14	H2BC9	9606.ENSP00000328484	9606.ENSP00000479169	0	0.086	0	0	0.591	0.283	0.400	0.178	0.844
H2AC14	H2BC17	9606.ENSP00000328484	9606.ENSP00000477527	0	0.085	0	0	0.612	0.178	0.400	0.291	0.853
H2AC14	H2BC3	9606.ENSP00000328484	9606.ENSP00000482674	0	0.086	0	0	0.706	0.178	0.400	0.155	0.867
H2AC14	H2AC18	9606.ENSP00000328484	9606.ENSP00000358155	0	0	0.048	0.984	0.183	0.800	0.400	0.044	0.894
H2AC14	H2AC20	9606.ENSP00000328484	9606.ENSP00000332194	0	0	0.049	0.983	0.184	0.800	0.400	0.045	0.894
H2AC14	H2AC21	9606.ENSP00000328484	9606.ENSP00000332790	0	0	0.049	0.983	0.213	0.800	0.400	0.046	0.898
H2AC14	H2BC14	9606.ENSP00000328484	9606.ENSP00000477907	0	0.085	0	0	0.733	0.293	0.400	0.371	0.923
H2AC14	H2AC6	9606.ENSP00000328484	9606.ENSP00000367022	0	0	0.048	0.984	0.139	0.900	0.400	0.045	0.944
H2AC14	H3C13	9606.ENSP00000328484	9606.ENSP00000333277	0	0.036	0	0	0.239	0.924	0.400	0.076	0.964
H2AC14	H2BC12	9606.ENSP00000328484	9606.ENSP00000349430	0	0.085	0	0	0.338	0.914	0.400	0.135	0.968
H2AC14	H2BC11	9606.ENSP00000328484	9606.ENSP00000476136	0	0.085	0	0	0.370	0.914	0.400	0.174	0.971
H2AC18	H4C6	9606.ENSP00000358155	9606.ENSP00000244537	0	0.019	0	0	0.729	0.937	0.400	0.999	0.999
H2AC18	H2BC5	9606.ENSP00000358155	9606.ENSP00000289316	0	0.018	0	0	0.813	0.178	0.400	0.764	0.975
H2AC18	H2AC8	9606.ENSP00000358155	9606.ENSP00000303373	0	0	0.048	0.984	0.465	0.343	0.400	0.054	0.775
H2AC18	H2AZ2	9606.ENSP00000358155	9606.ENSP00000308405	0	0	0.055	0.947	0.671	0.300	0.400	0.113	0.863
H2AC18	H2AC20	9606.ENSP00000358155	9606.ENSP00000332194	0	0	0.048	0.984	0	0.900	0.400	0.042	0.938
H2AC18	H2AC21	9606.ENSP00000358155	9606.ENSP00000332790	0	0	0.049	0.983	0.496	0.818	0.400	0.048	0.941
H2AC18	H3C13	9606.ENSP00000358155	9606.ENSP00000333277	0	0.024	0	0	0.195	0.921	0.400	0.998	0.999
H2AC18	H2BC12	9606.ENSP00000358155	9606.ENSP00000349430	0	0.018	0	0	0.708	0.925	0.400	0.807	0.997
H2AC18	H3C12	9606.ENSP00000358155	9606.ENSP00000352252	0	0.024	0	0	0.569	0.206	0.400	0.999	0.999
H2AC18	H3-4	9606.ENSP00000358155	9606.ENSP00000355657	0	0.024	0	0	0.141	0.177	0.500	0.998	0.999
H2AC18	H2BC21	9606.ENSP00000358155	9606.ENSP00000358151	0	0.018	0	0	0.823	0.393	0.400	0.999	0.999
H2AC18	IL33	9606.ENSP00000358155	9606.ENSP00000370842	0	0	0	0	0	0.292	0	0.664	0.751
H2AC18	PRMT6	9606.ENSP00000358155	9606.ENSP00000359095	0	0	0	0	0.059	0.310	0.500	0.389	0.775
H2AC18	PAXIP1	9606.ENSP00000358155	9606.ENSP00000384048	0	0	0	0	0.047	0.177	0.500	0.647	0.843
H2AC18	H3C3	9606.ENSP00000358155	9606.ENSP00000484658	0	0.024	0	0	0.166	0.177	0	0.844	0.884
H2AC18	H2BC13	9606.ENSP00000358155	9606.ENSP00000366618	0	0.018	0	0	0.250	0.178	0.400	0.735	0.889
H2AC18	H2BU1	9606.ENSP00000358155	9606.ENSP00000479284	0	0.018	0	0	0.243	0.178	0.400	0.745	0.892
H2AC18	RBBP4	9606.ENSP00000358155	9606.ENSP00000362592	0	0	0	0	0.061	0.395	0.500	0.668	0.893
H2AC18	H2BC14	9606.ENSP00000358155	9606.ENSP00000477907	0	0.018	0	0	0.296	0.207	0.400	0.734	0.899
H2AC18	H2BC15	9606.ENSP00000358155	9606.ENSP00000483903	0	0.018	0	0	0.306	0.335	0.400	0.732	0.916
H2AC18	H2BC3	9606.ENSP00000358155	9606.ENSP00000482674	0	0.018	0	0	0.328	0.393	0.400	0.757	0.932
H2AC18	H2BC11	9606.ENSP00000358155	9606.ENSP00000476136	0	0.018	0	0	0.413	0.378	0.400	0.762	0.941
H2AC18	H2BC9	9606.ENSP00000358155	9606.ENSP00000479169	0	0.018	0	0	0.550	0.295	0.400	0.736	0.943
H2AC18	H2BC18	9606.ENSP00000358155	9606.ENSP00000445831	0	0.017	0	0	0.733	0.207	0.400	0.735	0.962
H2AC18	H2AC6	9606.ENSP00000358155	9606.ENSP00000367022	0	0	0.048	0.984	0.771	0.814	0.400	0.047	0.972
H2AC18	H2BC17	9606.ENSP00000358155	9606.ENSP00000477527	0	0.018	0	0	0.813	0.299	0.400	0.761	0.978
H2AC20	H4C6	9606.ENSP00000332194	9606.ENSP00000244537	0	0.028	0	0	0.251	0.955	0.400	0.999	0.999
H2AC20	H2BC5	9606.ENSP00000332194	9606.ENSP00000289316	0	0.086	0	0	0.297	0.304	0.400	0.764	0.925
H2AC20	PAXIP1	9606.ENSP00000332194	9606.ENSP00000384048	0	0	0	0	0	0.177	0.500	0.647	0.842
H2AC20	H2AC6	9606.ENSP00000332194	9606.ENSP00000367022	0	0	0.049	0.983	0.072	0.800	0.400	0.046	0.880
H2AC20	H2BC15	9606.ENSP00000332194	9606.ENSP00000483903	0	0.086	0	0	0.278	0.178	0.400	0.732	0.897
H2AC20	RBBP4	9606.ENSP00000332194	9606.ENSP00000362592	0	0	0	0	0.050	0.445	0.500	0.668	0.901
H2AC20	H2BC18	9606.ENSP00000332194	9606.ENSP00000445831	0	0.082	0	0	0.301	0.207	0.400	0.732	0.903
H2AC20	H2BC14	9606.ENSP00000332194	9606.ENSP00000477907	0	0.086	0	0	0.326	0.207	0.400	0.734	0.908
H2AC20	H2BC13	9606.ENSP00000332194	9606.ENSP00000366618	0	0.086	0	0	0.353	0.178	0.400	0.736	0.909
H2AC20	H2AC21	9606.ENSP00000332194	9606.ENSP00000332790	0	0	0.049	0.983	0.336	0.800	0.400	0.048	0.914
H2AC20	H2BU1	9606.ENSP00000332194	9606.ENSP00000479284	0	0.084	0	0	0.278	0.300	0.400	0.745	0.916
H2AC20	H2BC11	9606.ENSP00000332194	9606.ENSP00000476136	0	0.086	0	0	0.319	0.238	0.400	0.755	0.917
H2AC20	H2BC9	9606.ENSP00000332194	9606.ENSP00000479169	0	0.086	0	0	0.295	0.385	0.400	0.734	0.925
H2AC20	H2BC17	9606.ENSP00000332194	9606.ENSP00000477527	0	0.086	0	0	0.353	0.403	0.400	0.759	0.939
H2AC20	H3C3	9606.ENSP00000332194	9606.ENSP00000484658	0	0.036	0	0	0.216	0.914	0	0.842	0.988
H2AC20	H2BC3	9606.ENSP00000332194	9606.ENSP00000482674	0	0.086	0	0	0.319	0.914	0.400	0.744	0.990
H2AC20	H2BC12	9606.ENSP00000332194	9606.ENSP00000349430	0	0.086	0	0	0.278	0.920	0.400	0.795	0.992
H2AC20	H3-4	9606.ENSP00000332194	9606.ENSP00000355657	0	0.035	0	0	0.128	0.283	0.500	0.998	0.999
H2AC20	H3C12	9606.ENSP00000332194	9606.ENSP00000352252	0	0.036	0	0	0.216	0.917	0.400	0.999	0.999
H2AC20	H3C13	9606.ENSP00000332194	9606.ENSP00000333277	0	0.036	0	0	0.254	0.928	0.400	0.998	0.999
H2AC20	H2BC21	9606.ENSP00000332194	9606.ENSP00000358151	0	0.086	0	0	0.276	0.947	0.400	0.999	0.999
H2AC21	H4C6	9606.ENSP00000332790	9606.ENSP00000244537	0	0.028	0	0	0.367	0.946	0.400	0.333	0.984
H2AC21	H2BC5	9606.ENSP00000332790	9606.ENSP00000289316	0	0.086	0	0	0.308	0.423	0.400	0.214	0.797
H2AC21	H2BC13	9606.ENSP00000332790	9606.ENSP00000366618	0	0.086	0	0	0.411	0.178	0.400	0.102	0.718
H2AC21	H2BC12	9606.ENSP00000332790	9606.ENSP00000349430	0	0.086	0	0	0.287	0.238	0.400	0.258	0.739
H2AC21	H2BC11	9606.ENSP00000332790	9606.ENSP00000476136	0	0.086	0	0	0.354	0.238	0.400	0.201	0.745
H2AC21	H2BC9	9606.ENSP00000332790	9606.ENSP00000479169	0	0.086	0	0	0.296	0.385	0.400	0.102	0.748
H2AC21	H3C12	9606.ENSP00000332790	9606.ENSP00000352252	0	0.036	0	0	0.313	0.326	0.400	0.206	0.750
H2AC21	H2BU1	9606.ENSP00000332790	9606.ENSP00000479284	0	0.084	0	0	0.306	0.209	0.400	0.300	0.751
H2AC21	H2BC3	9606.ENSP00000332790	9606.ENSP00000482674	0	0.086	0	0	0.355	0.393	0.400	0.118	0.776
H2AC21	H2BC21	9606.ENSP00000332790	9606.ENSP00000358151	0	0.086	0	0	0.294	0.303	0.400	0.464	0.829
H2AC21	H2BC18	9606.ENSP00000332790	9606.ENSP00000445831	0	0.082	0	0	0.617	0.207	0.400	0.222	0.846
H2AC21	H2AC6	9606.ENSP00000332790	9606.ENSP00000367022	0	0	0.049	0.983	0.083	0.800	0.400	0.046	0.882
H2AC21	H2BC14	9606.ENSP00000332790	9606.ENSP00000477907	0	0.086	0	0	0.385	0.917	0.400	0.149	0.972
H2AC21	H3C13	9606.ENSP00000332790	9606.ENSP00000333277	0	0.036	0	0	0.368	0.928	0.400	0.187	0.975
H2AC21	H2BC17	9606.ENSP00000332790	9606.ENSP00000477527	0	0.086	0	0	0.512	0.926	0.400	0.149	0.980
H2AC6	H4C6	9606.ENSP00000367022	9606.ENSP00000244537	0	0.019	0	0	0.241	0.938	0.800	0.397	0.993
H2AC6	PARP2	9606.ENSP00000367022	9606.ENSP00000250416	0	0	0	0	0	0.941	0	0.072	0.942
H2AC6	H2BC5	9606.ENSP00000367022	9606.ENSP00000289316	0	0.018	0	0	0.822	0.967	0.400	0.595	0.998
H2AC6	H2AC8	9606.ENSP00000367022	9606.ENSP00000303373	0	0	0.048	0.984	0.463	0.907	0.400	0.047	0.967
H2AC6	H3C13	9606.ENSP00000367022	9606.ENSP00000333277	0	0.025	0	0	0.169	0.918	0.400	0.168	0.961
H2AC6	H2BC12	9606.ENSP00000367022	9606.ENSP00000349430	0	0.018	0	0	0.822	0.923	0.400	0.414	0.994
H2AC6	H3C12	9606.ENSP00000367022	9606.ENSP00000352252	0	0.024	0	0	0.179	0.914	0.400	0.228	0.963
H2AC6	H2BC21	9606.ENSP00000367022	9606.ENSP00000358151	0	0.018	0	0	0.823	0.926	0.400	0.372	0.994
H2AC6	H2BU1	9606.ENSP00000367022	9606.ENSP00000479284	0	0.018	0	0	0.254	0.178	0.400	0.413	0.755
H2AC6	PSIP1	9606.ENSP00000367022	9606.ENSP00000370114	0	0	0	0	0.044	0.813	0	0	0.813
H2AC6	NSD2	9606.ENSP00000367022	9606.ENSP00000372351	0	0	0	0	0.049	0.918	0	0.131	0.926
H2AC6	H3C3	9606.ENSP00000367022	9606.ENSP00000484658	0	0.024	0	0	0.150	0.914	0	0.168	0.934
H2AC6	H2BC18	9606.ENSP00000367022	9606.ENSP00000445831	0	0.018	0	0	0.291	0.967	0.400	0.181	0.986
H2AC6	H2BC3	9606.ENSP00000367022	9606.ENSP00000482674	0	0.018	0	0	0.310	0.967	0.400	0.216	0.987
H2AC6	H2BC14	9606.ENSP00000367022	9606.ENSP00000477907	0	0.018	0	0	0.307	0.967	0.400	0.230	0.988
H2AC6	H2BC11	9606.ENSP00000367022	9606.ENSP00000476136	0	0.018	0	0	0.546	0.920	0.400	0.542	0.988
H2AC6	H2BC15	9606.ENSP00000367022	9606.ENSP00000483903	0	0.018	0	0	0.312	0.967	0.400	0.241	0.988
H2AC6	H2BC17	9606.ENSP00000367022	9606.ENSP00000477527	0	0.018	0	0	0.456	0.967	0.400	0.254	0.990
H2AC6	H2BC9	9606.ENSP00000367022	9606.ENSP00000479169	0	0.018	0	0	0.572	0.967	0.400	0.210	0.992
H2AC7	H4C6	9606.ENSP00000341094	9606.ENSP00000244537	0	0.018	0	0	0.341	0.937	0.400	0.397	0.983
H2AC7	H2BC5	9606.ENSP00000341094	9606.ENSP00000289316	0	0.018	0	0	0.571	0.914	0.400	0.328	0.983
H2AC7	H2AC8	9606.ENSP00000341094	9606.ENSP00000303373	0	0	0.048	0.984	0.640	0	0.400	0.049	0.778
H2AC7	H2BC12	9606.ENSP00000341094	9606.ENSP00000349430	0	0.018	0	0	0.409	0.178	0.400	0.138	0.715
H2AC7	H2BC13	9606.ENSP00000341094	9606.ENSP00000366618	0	0.018	0	0	0.373	0.178	0.400	0.271	0.744
H2AC7	H2BC11	9606.ENSP00000341094	9606.ENSP00000476136	0	0.018	0	0	0.450	0.178	0.400	0.224	0.761
H2AC7	H3C3	9606.ENSP00000341094	9606.ENSP00000484658	0	0.023	0	0	0.316	0.914	0	0.380	0.960
H2AC7	H2BC18	9606.ENSP00000341094	9606.ENSP00000445831	0	0.017	0	0	0.303	0.914	0.400	0.128	0.964
H2AC7	H2BC15	9606.ENSP00000341094	9606.ENSP00000483903	0	0.018	0	0	0.423	0.914	0.400	0.229	0.974
H2AC7	H2BC14	9606.ENSP00000341094	9606.ENSP00000477907	0	0.018	0	0	0.542	0.915	0.400	0.123	0.976
H2AC7	H3C12	9606.ENSP00000341094	9606.ENSP00000352252	0	0.023	0	0	0.221	0.914	0.400	0.537	0.978
H2AC7	H2BC3	9606.ENSP00000341094	9606.ENSP00000482674	0	0.018	0	0	0.611	0.928	0.400	0.231	0.985
H2AC7	H2BC21	9606.ENSP00000341094	9606.ENSP00000358151	0	0.018	0	0	0.520	0.927	0.400	0.370	0.985
H2AC7	H2BC9	9606.ENSP00000341094	9606.ENSP00000479169	0	0.018	0	0	0.816	0.914	0.400	0.195	0.991
H2AC7	H2BC17	9606.ENSP00000341094	9606.ENSP00000477527	0	0.018	0	0	0.815	0.914	0.400	0.333	0.992
H2AC8	H4C6	9606.ENSP00000303373	9606.ENSP00000244537	0	0.019	0	0	0.383	0.986	0.540	0.856	0.999
H2AC8	H2BC5	9606.ENSP00000303373	9606.ENSP00000289316	0	0.018	0	0	0.786	0.509	0.400	0.689	0.977
H2AC8	H2BC13	9606.ENSP00000303373	9606.ENSP00000366618	0	0.018	0	0	0.396	0.284	0.400	0.208	0.767
H2AC8	H2BC18	9606.ENSP00000303373	9606.ENSP00000445831	0	0.017	0	0	0.312	0.381	0.400	0.242	0.781
H2AC8	PSIP1	9606.ENSP00000303373	9606.ENSP00000370114	0	0	0	0	0	0.813	0	0	0.813
H2AC8	H2BC15	9606.ENSP00000303373	9606.ENSP00000483903	0	0.018	0	0	0.430	0.440	0.400	0.270	0.841
H2AC8	H2BC14	9606.ENSP00000303373	9606.ENSP00000477907	0	0.018	0	0	0.509	0.294	0.400	0.590	0.903
H2AC8	NSD2	9606.ENSP00000303373	9606.ENSP00000372351	0	0	0	0	0	0.915	0	0	0.915
H2AC8	H2BC9	9606.ENSP00000303373	9606.ENSP00000479169	0	0.018	0	0	0.822	0.400	0.400	0.303	0.949
H2AC8	H2BU1	9606.ENSP00000303373	9606.ENSP00000479284	0	0.018	0	0	0.311	0.914	0.400	0.299	0.971
H2AC8	H2BC17	9606.ENSP00000303373	9606.ENSP00000477527	0	0.018	0	0	0.706	0.864	0.400	0.451	0.985
H2AC8	H3-4	9606.ENSP00000303373	9606.ENSP00000355657	0	0.024	0	0	0.165	0.963	0.500	0.313	0.988
H2AC8	H3C3	9606.ENSP00000303373	9606.ENSP00000484658	0	0.024	0	0	0.282	0.914	0	0.869	0.991
H2AC8	H3C13	9606.ENSP00000303373	9606.ENSP00000333277	0	0.024	0	0	0.238	0.963	0.400	0.562	0.991
H2AC8	H2BC12	9606.ENSP00000303373	9606.ENSP00000349430	0	0.018	0	0	0.466	0.944	0.400	0.606	0.992
H2AC8	H2BC3	9606.ENSP00000303373	9606.ENSP00000482674	0	0.018	0	0	0.520	0.955	0.400	0.634	0.994
H2AC8	H2BC11	9606.ENSP00000303373	9606.ENSP00000476136	0	0.018	0	0	0.551	0.985	0.540	0.270	0.997
H2AC8	H2BC21	9606.ENSP00000303373	9606.ENSP00000358151	0	0.018	0	0	0.624	0.924	0.400	0.940	0.998
H2AC8	H3C12	9606.ENSP00000303373	9606.ENSP00000352252	0	0.024	0	0	0.229	0.985	0.400	0.845	0.998
H2AX	H4C6	9606.ENSP00000434024	9606.ENSP00000244537	0	0.026	0	0	0.204	0.984	0.800	0.596	0.998
H2AX	PARP2	9606.ENSP00000434024	9606.ENSP00000250416	0	0	0	0	0.068	0.264	0	0.655	0.743
H2AX	H2BC5	9606.ENSP00000434024	9606.ENSP00000289316	0	0.081	0	0	0.252	0.526	0.400	0.391	0.859
H2AX	PLK1	9606.ENSP00000434024	9606.ENSP00000300093	0	0	0	0	0.175	0	0.500	0.433	0.745
H2AX	H3C13	9606.ENSP00000434024	9606.ENSP00000333277	0	0.034	0	0	0.128	0.424	0.400	0.848	0.948
H2AX	H2BC12	9606.ENSP00000434024	9606.ENSP00000349430	0	0.080	0	0	0.263	0.920	0.400	0.390	0.976
H2AX	H3C12	9606.ENSP00000434024	9606.ENSP00000352252	0	0.034	0	0	0.158	0.914	0.400	0.851	0.992
