#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HLA-E	PIK3CB	9606.ENSP00000365817	9606.ENSP00000289153	0	0	0	0	0	0	0.600	0	0.600
HLA-E	PDIA3	9606.ENSP00000365817	9606.ENSP00000300289	0	0	0	0	0	0	0.600	0.294	0.705
HLA-E	STAT2	9606.ENSP00000365817	9606.ENSP00000315768	0	0	0	0	0.077	0	0.900	0.136	0.913
HLA-E	OAS2	9606.ENSP00000365817	9606.ENSP00000342278	0	0	0	0	0.139	0	0.900	0	0.910
HLA-E	TAP1	9606.ENSP00000365817	9606.ENSP00000346206	0	0	0	0	0.159	0	0.600	0.173	0.697
HLA-E	STAT1	9606.ENSP00000365817	9606.ENSP00000354394	0	0	0	0	0.089	0	0.900	0.323	0.932
HLA-E	RNASEL	9606.ENSP00000365817	9606.ENSP00000356530	0	0	0	0	0	0.056	0.900	0.070	0.904
HLA-E	TAP2	9606.ENSP00000365817	9606.ENSP00000364034	0	0	0	0	0.137	0.270	0.600	0.161	0.760
HLA-E	SYK	9606.ENSP00000365817	9606.ENSP00000364907	0	0	0	0	0.078	0.056	0.600	0.302	0.724
HLA-E	TNF	9606.ENSP00000365817	9606.ENSP00000398698	0	0	0	0	0.098	0	0	0.464	0.495
HLA-E	PIK3R1	9606.ENSP00000365817	9606.ENSP00000428056	0	0	0	0	0	0	0.600	0	0.600
HLA-E	HLA-G	9606.ENSP00000365817	9606.ENSP00000412927	0	0	0	0.978	0.073	0.635	0.600	0.968	0.855
HLA-E	IRF3	9606.ENSP00000365817	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.118	0.908
HLA-E	OAS1	9606.ENSP00000365817	9606.ENSP00000388001	0	0	0	0	0.116	0	0.900	0.060	0.909
HLA-E	IRF9	9606.ENSP00000365817	9606.ENSP00000380073	0	0	0	0	0.117	0	0.900	0.113	0.914
HLA-E	IRF7	9606.ENSP00000365817	9606.ENSP00000380697	0	0	0	0	0.145	0	0.900	0.161	0.922
HLA-E	TAPBP	9606.ENSP00000365817	9606.ENSP00000404833	0	0	0	0	0.157	0.058	0.800	0.585	0.925
HLA-F	OAS3	9606.ENSP00000259951	9606.ENSP00000228928	0	0	0	0	0.076	0	0.900	0.071	0.906
HLA-F	PDIA3	9606.ENSP00000259951	9606.ENSP00000300289	0	0	0	0	0	0	0.600	0.274	0.697
HLA-F	TAP2	9606.ENSP00000259951	9606.ENSP00000364034	0	0	0	0	0.097	0	0.600	0.280	0.717
HLA-F	TAP1	9606.ENSP00000259951	9606.ENSP00000346206	0	0	0	0	0.129	0.213	0.600	0.216	0.756
HLA-F	HLA-G	9606.ENSP00000259951	9606.ENSP00000412927	0	0	0	0.978	0.076	0.684	0.600	0.821	0.875
HLA-F	IRF3	9606.ENSP00000259951	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.060	0.901
HLA-F	RNASEL	9606.ENSP00000259951	9606.ENSP00000356530	0	0	0	0	0	0.056	0.900	0.054	0.902
HLA-F	STAT2	9606.ENSP00000259951	9606.ENSP00000315768	0	0	0	0	0	0	0.900	0.095	0.905
HLA-F	TAPBP	9606.ENSP00000259951	9606.ENSP00000404833	0	0	0	0	0.097	0.058	0.800	0.549	0.913
HLA-F	OAS2	9606.ENSP00000259951	9606.ENSP00000342278	0	0	0	0	0.139	0	0.900	0.137	0.919
HLA-F	OAS1	9606.ENSP00000259951	9606.ENSP00000388001	0	0	0	0	0.116	0	0.900	0.170	0.920
HLA-F	IRF9	9606.ENSP00000259951	9606.ENSP00000380073	0	0	0	0	0.106	0	0.900	0.193	0.921
HLA-F	IRF7	9606.ENSP00000259951	9606.ENSP00000380697	0	0	0	0	0.119	0	0.900	0.186	0.922
HLA-F	STAT1	9606.ENSP00000259951	9606.ENSP00000354394	0	0	0	0	0.062	0	0.900	0.247	0.923
HLA-G	OAS3	9606.ENSP00000412927	9606.ENSP00000228928	0	0	0	0	0	0	0.900	0.067	0.902
HLA-G	IFNG	9606.ENSP00000412927	9606.ENSP00000229135	0	0	0	0	0	0	0	0.418	0.418
HLA-G	PVRL2	9606.ENSP00000412927	9606.ENSP00000252483	0	0	0	0	0	0	0	0.400	0.400
HLA-G	IL1B	9606.ENSP00000412927	9606.ENSP00000263341	0	0	0	0	0.065	0	0	0.391	0.406
HLA-G	PDIA3	9606.ENSP00000412927	9606.ENSP00000300289	0	0	0	0	0	0	0.600	0.238	0.682
HLA-G	STAT2	9606.ENSP00000412927	9606.ENSP00000315768	0	0	0	0	0	0	0.900	0.091	0.905
HLA-G	OAS2	9606.ENSP00000412927	9606.ENSP00000342278	0	0	0	0	0	0	0.900	0.066	0.902
HLA-G	TAP1	9606.ENSP00000412927	9606.ENSP00000346206	0	0	0	0	0.072	0.270	0.600	0.202	0.755
HLA-G	STAT1	9606.ENSP00000412927	9606.ENSP00000354394	0	0	0	0	0.062	0	0.900	0.270	0.925
HLA-G	RNASEL	9606.ENSP00000412927	9606.ENSP00000356530	0	0	0	0	0	0.056	0.900	0	0.901
HLA-G	TAP2	9606.ENSP00000412927	9606.ENSP00000364034	0	0	0	0	0.062	0.270	0.600	0.117	0.726
HLA-G	IRF9	9606.ENSP00000412927	9606.ENSP00000380073	0	0	0	0	0.062	0	0.900	0.090	0.907
HLA-G	IRF7	9606.ENSP00000412927	9606.ENSP00000380697	0	0	0	0	0.086	0	0.900	0.187	0.919
HLA-G	IL6	9606.ENSP00000412927	9606.ENSP00000385675	0	0	0	0	0	0	0	0.465	0.465
HLA-G	OAS1	9606.ENSP00000412927	9606.ENSP00000388001	0	0	0	0	0.061	0	0.900	0.087	0.906
HLA-G	TNF	9606.ENSP00000412927	9606.ENSP00000398698	0	0	0	0	0.076	0	0	0.470	0.489
HLA-G	TAPBP	9606.ENSP00000412927	9606.ENSP00000404833	0	0	0	0	0.062	0.058	0.800	0.492	0.898
HLA-G	IRF3	9606.ENSP00000412927	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.061	0.902
IFIH1	NFKBIA	9606.ENSP00000263642	9606.ENSP00000216797	0	0	0	0	0.097	0	0.650	0.481	0.821
IFIH1	NFKB1	9606.ENSP00000263642	9606.ENSP00000226574	0	0	0	0	0.142	0	0.650	0.296	0.770
IFIH1	OAS3	9606.ENSP00000263642	9606.ENSP00000228928	0	0	0	0	0.685	0	0	0.597	0.867
IFIH1	IFNG	9606.ENSP00000263642	9606.ENSP00000229135	0	0	0	0	0.072	0	0	0.486	0.503
IFIH1	TRAF2	9606.ENSP00000263642	9606.ENSP00000247668	0	0	0	0	0	0	0.600	0.215	0.672
IFIH1	TICAM1	9606.ENSP00000263642	9606.ENSP00000248244	0	0	0	0	0.138	0	0	0.662	0.696
IFIH1	TLR2	9606.ENSP00000263642	9606.ENSP00000260010	0	0	0	0	0.136	0	0	0.652	0.686
IFIH1	IL1B	9606.ENSP00000263642	9606.ENSP00000263341	0	0	0	0	0.139	0	0	0.610	0.649
IFIH1	JAK2	9606.ENSP00000263642	9606.ENSP00000371067	0	0	0	0	0.119	0.056	0	0.340	0.403
IFIH1	SOCS3	9606.ENSP00000263642	9606.ENSP00000330341	0	0	0	0	0.092	0	0	0.374	0.407
IFIH1	IFNA6	9606.ENSP00000263642	9606.ENSP00000369558	0	0	0	0	0	0	0	0.430	0.430
IFIH1	SP100	9606.ENSP00000263642	9606.ENSP00000343023	0	0	0	0	0.297	0.064	0	0.216	0.439
IFIH1	IFNA17	9606.ENSP00000263642	9606.ENSP00000411940	0	0	0	0	0	0	0	0.469	0.469
IFIH1	IRAK4	9606.ENSP00000263642	9606.ENSP00000390651	0	0	0	0	0.062	0.056	0	0.454	0.474
IFIH1	IFNA21	9606.ENSP00000263642	9606.ENSP00000369574	0	0	0	0	0	0	0	0.493	0.493
IFIH1	IRAK1	9606.ENSP00000263642	9606.ENSP00000358997	0	0	0	0	0	0.056	0	0.505	0.512
IFIH1	IFNA2	9606.ENSP00000263642	9606.ENSP00000369554	0	0	0	0	0	0	0	0.522	0.522
IFIH1	PPP1CA	9606.ENSP00000263642	9606.ENSP00000326031	0	0	0	0	0	0	0	0.558	0.558
IFIH1	IFNAR2	9606.ENSP00000263642	9606.ENSP00000343957	0	0	0	0	0.085	0	0	0.556	0.576
IFIH1	TRADD	9606.ENSP00000263642	9606.ENSP00000341268	0	0	0	0	0.110	0	0	0.544	0.577
IFIH1	JAK1	9606.ENSP00000263642	9606.ENSP00000343204	0	0	0	0	0.074	0.056	0	0.586	0.607
IFIH1	TYK2	9606.ENSP00000263642	9606.ENSP00000431885	0	0	0	0	0.080	0.056	0	0.602	0.624
IFIH1	IL6	9606.ENSP00000263642	9606.ENSP00000385675	0	0	0	0	0.086	0	0	0.612	0.630
IFIH1	TNF	9606.ENSP00000263642	9606.ENSP00000398698	0	0	0	0	0.142	0	0	0.612	0.653
IFIH1	TMEM173	9606.ENSP00000263642	9606.ENSP00000331288	0	0	0	0	0.084	0	0	0.721	0.733
IFIH1	IFNAR1	9606.ENSP00000263642	9606.ENSP00000270139	0	0	0	0	0.062	0	0	0.728	0.734
IFIH1	TLR9	9606.ENSP00000263642	9606.ENSP00000353874	0	0	0	0	0.062	0	0	0.730	0.736
IFIH1	MYD88	9606.ENSP00000263642	9606.ENSP00000401399	0	0	0	0	0.119	0	0	0.713	0.737
IFIH1	MB21D1	9606.ENSP00000263642	9606.ENSP00000359339	0	0	0	0	0.082	0	0	0.741	0.752
IFIH1	STAT2	9606.ENSP00000263642	9606.ENSP00000315768	0	0	0	0	0.204	0	0	0.710	0.760
IFIH1	RELA	9606.ENSP00000263642	9606.ENSP00000384273	0	0	0	0	0.097	0	0.650	0.370	0.783
IFIH1	IRF9	9606.ENSP00000263642	9606.ENSP00000380073	0	0	0	0	0.380	0	0	0.681	0.794
IFIH1	IKBKB	9606.ENSP00000263642	9606.ENSP00000430684	0	0	0	0	0.049	0.057	0.600	0.505	0.798
IFIH1	IFNA1	9606.ENSP00000263642	9606.ENSP00000276927	0	0	0	0	0	0	0	0.803	0.803
IFIH1	RNASEL	9606.ENSP00000263642	9606.ENSP00000356530	0	0	0	0	0.078	0.056	0	0.806	0.817
IFIH1	IKBKG	9606.ENSP00000263642	9606.ENSP00000483825	0	0	0	0	0.065	0	0.600	0.556	0.819
IFIH1	TRAF6	9606.ENSP00000263642	9606.ENSP00000433623	0	0	0	0	0	0	0.600	0.701	0.875
IFIH1	OAS1	9606.ENSP00000263642	9606.ENSP00000388001	0	0	0	0	0.645	0	0	0.681	0.881
IFIH1	IFNB1	9606.ENSP00000263642	9606.ENSP00000369581	0	0	0	0	0.076	0	0	0.890	0.894
IFIH1	IKBKE	9606.ENSP00000263642	9606.ENSP00000464030	0	0	0	0	0.116	0.300	0.600	0.637	0.898
IFIH1	TRAF3	9606.ENSP00000263642	9606.ENSP00000454207	0	0	0	0	0	0	0.600	0.799	0.916
IFIH1	OAS2	9606.ENSP00000263642	9606.ENSP00000342278	0	0	0	0	0.771	0	0	0.676	0.922
IFIH1	STAT1	9606.ENSP00000263642	9606.ENSP00000354394	0	0	0	0	0.712	0	0	0.758	0.927
IFIH1	TLR3	9606.ENSP00000263642	9606.ENSP00000296795	0	0	0	0	0.160	0	0	0.939	0.947
IFIH1	TBK1	9606.ENSP00000263642	9606.ENSP00000329967	0	0	0	0	0.069	0.081	0.600	0.867	0.948
IFIH1	IRF3	9606.ENSP00000263642	9606.ENSP00000471896	0	0	0	0	0.062	0	0.600	0.882	0.952
IFIH1	IRF7	9606.ENSP00000263642	9606.ENSP00000380697	0	0	0	0	0.423	0	0.600	0.876	0.969
IFIH1	MAVS	9606.ENSP00000263642	9606.ENSP00000401980	0	0	0	0	0.052	0.872	0.800	0.994	0.999
IFNA1	TNFRSF1A	9606.ENSP00000276927	9606.ENSP00000162749	0	0	0	0	0	0	0	0.504	0.504
IFNA1	NFKBIA	9606.ENSP00000276927	9606.ENSP00000216797	0	0	0	0	0	0	0	0.519	0.519
IFNA1	NFKB1	9606.ENSP00000276927	9606.ENSP00000226574	0	0	0	0	0	0	0.600	0.261	0.691
IFNA1	OAS3	9606.ENSP00000276927	9606.ENSP00000228928	0	0	0	0	0	0	0	0.517	0.517
IFNA1	IFNG	9606.ENSP00000276927	9606.ENSP00000229135	0	0	0	0	0	0	0	0.681	0.681
IFNA1	TICAM1	9606.ENSP00000276927	9606.ENSP00000248244	0	0	0	0	0	0	0	0.560	0.560
IFNA1	TLR2	9606.ENSP00000276927	9606.ENSP00000260010	0	0	0	0	0	0	0	0.688	0.688
IFNA1	IL1B	9606.ENSP00000276927	9606.ENSP00000263341	0	0	0	0	0	0	0	0.803	0.803
IFNA1	TP53	9606.ENSP00000276927	9606.ENSP00000269305	0	0	0	0	0	0	0	0.519	0.519
IFNA1	IFNAR1	9606.ENSP00000276927	9606.ENSP00000270139	0	0	0	0	0	0.213	0.600	0.989	0.996
IFNA1	SRC	9606.ENSP00000276927	9606.ENSP00000362680	0	0	0	0	0	0	0	0.450	0.450
IFNA1	SYK	9606.ENSP00000276927	9606.ENSP00000364907	0	0	0	0	0	0	0	0.455	0.455
IFNA1	IKBKB	9606.ENSP00000276927	9606.ENSP00000430684	0	0	0	0	0	0	0	0.456	0.456
IFNA1	IKBKG	9606.ENSP00000276927	9606.ENSP00000483825	0	0	0	0	0	0	0	0.468	0.468
IFNA1	MTOR	9606.ENSP00000276927	9606.ENSP00000354558	0	0	0	0	0	0	0	0.469	0.469
IFNA1	IRAK4	9606.ENSP00000276927	9606.ENSP00000390651	0	0	0	0	0	0	0	0.518	0.518
IFNA1	PTPN11	9606.ENSP00000276927	9606.ENSP00000340944	0	0	0	0	0	0	0	0.519	0.519
IFNA1	TMEM173	9606.ENSP00000276927	9606.ENSP00000331288	0	0	0	0	0	0	0	0.528	0.528
IFNA1	LTA	9606.ENSP00000276927	9606.ENSP00000403495	0	0	0	0	0	0	0	0.561	0.561
IFNA1	SOCS3	9606.ENSP00000276927	9606.ENSP00000330341	0	0	0	0	0	0	0	0.595	0.595
IFNA1	IRAK1	9606.ENSP00000276927	9606.ENSP00000358997	0	0	0	0	0	0	0	0.595	0.595
IFNA1	TRAF3	9606.ENSP00000276927	9606.ENSP00000454207	0	0	0	0	0	0	0	0.600	0.600
IFNA1	TRAF6	9606.ENSP00000276927	9606.ENSP00000433623	0	0	0	0	0	0	0	0.602	0.602
IFNA1	OAS2	9606.ENSP00000276927	9606.ENSP00000342278	0	0	0	0	0	0	0	0.604	0.604
IFNA1	IFNA17	9606.ENSP00000276927	9606.ENSP00000411940	0	0	0	0.977	0.064	0.621	0	0.720	0.636
IFNA1	IFNA21	9606.ENSP00000276927	9606.ENSP00000369574	0	0	0	0.978	0	0.640	0	0.710	0.645
IFNA1	MB21D1	9606.ENSP00000276927	9606.ENSP00000359339	0	0	0	0	0	0	0	0.661	0.661
IFNA1	RNASEL	9606.ENSP00000276927	9606.ENSP00000356530	0	0	0	0	0	0	0	0.682	0.682
IFNA1	IFNA4	9606.ENSP00000276927	9606.ENSP00000412897	0	0	0	0.977	0	0.684	0	0.606	0.688
IFNA1	TBK1	9606.ENSP00000276927	9606.ENSP00000329967	0	0	0	0	0	0	0	0.689	0.689
IFNA1	OAS1	9606.ENSP00000276927	9606.ENSP00000388001	0	0	0	0	0	0	0	0.689	0.689
IFNA1	IFNA14	9606.ENSP00000276927	9606.ENSP00000369571	0	0	0	0.979	0.066	0.684	0	0.456	0.695
IFNA1	IFNA6	9606.ENSP00000276927	9606.ENSP00000369558	0	0	0	0.979	0.065	0.684	0	0.561	0.695
IFNA1	IFNA8	9606.ENSP00000276927	9606.ENSP00000369553	0	0	0	0.974	0.087	0.683	0	0.602	0.702
IFNA1	MAVS	9606.ENSP00000276927	9606.ENSP00000401980	0	0	0	0	0	0	0	0.737	0.737
IFNA1	MYD88	9606.ENSP00000276927	9606.ENSP00000401399	0	0	0	0	0	0	0	0.740	0.740
IFNA1	RELA	9606.ENSP00000276927	9606.ENSP00000384273	0	0	0	0	0	0	0.600	0.413	0.755
IFNA1	IFNGR2	9606.ENSP00000276927	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.559	0.816
IFNA1	STAT2	9606.ENSP00000276927	9606.ENSP00000315768	0	0	0	0	0	0	0	0.831	0.831
IFNA1	TLR3	9606.ENSP00000276927	9606.ENSP00000296795	0	0	0	0	0	0	0	0.833	0.833
IFNA1	JAK2	9606.ENSP00000276927	9606.ENSP00000371067	0	0	0	0	0	0	0.600	0.604	0.834
IFNA1	IFNGR1	9606.ENSP00000276927	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.640	0.849
IFNA1	TLR9	9606.ENSP00000276927	9606.ENSP00000353874	0	0	0	0	0	0	0	0.856	0.856
IFNA1	IL6	9606.ENSP00000276927	9606.ENSP00000385675	0	0	0	0	0	0	0	0.857	0.857
IFNA1	TNF	9606.ENSP00000276927	9606.ENSP00000398698	0	0	0	0	0	0	0	0.858	0.858
IFNA1	STAT1	9606.ENSP00000276927	9606.ENSP00000354394	0	0	0	0	0	0	0	0.858	0.858
IFNA1	IRF9	9606.ENSP00000276927	9606.ENSP00000380073	0	0	0	0	0	0.213	0	0.838	0.867
IFNA1	TYK2	9606.ENSP00000276927	9606.ENSP00000431885	0	0	0	0	0	0	0	0.933	0.933
IFNA1	IFNA13	9606.ENSP00000276927	9606.ENSP00000480467	0	0	0	0.986	0.127	0.933	0	0.043	0.939
IFNA1	IRF3	9606.ENSP00000276927	9606.ENSP00000471896	0	0	0	0	0	0	0.600	0.857	0.940
IFNA1	IRF7	9606.ENSP00000276927	9606.ENSP00000380697	0	0	0	0	0	0	0.600	0.857	0.940
IFNA1	JAK1	9606.ENSP00000276927	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0.915	0.964
IFNA1	IFNAR2	9606.ENSP00000276927	9606.ENSP00000343957	0	0	0	0	0	0.270	0.600	0.988	0.996
IFNA10	NFKB1	9606.ENSP00000369566	9606.ENSP00000226574	0	0	0	0	0	0	0.600	0	0.600
IFNA10	IFNA7	9606.ENSP00000369566	9606.ENSP00000239347	0	0	0	0.983	0.298	0	0.300	0.769	0.494
IFNA10	IFNAR1	9606.ENSP00000369566	9606.ENSP00000270139	0	0	0	0	0	0	0.900	0.245	0.921
IFNA10	IFNGR2	9606.ENSP00000369566	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.163	0.650
IFNA10	STAT2	9606.ENSP00000369566	9606.ENSP00000315768	0	0	0	0	0	0	0.600	0.181	0.658
IFNA10	SOCS3	9606.ENSP00000369566	9606.ENSP00000330341	0	0	0	0	0	0	0.600	0	0.600
IFNA10	PTPN11	9606.ENSP00000369566	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0	0.900
IFNA10	JAK1	9606.ENSP00000369566	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0.056	0.606
IFNA10	IFNAR2	9606.ENSP00000369566	9606.ENSP00000343957	0	0	0	0	0	0	0.900	0.155	0.911
IFNA10	STAT1	9606.ENSP00000369566	9606.ENSP00000354394	0	0	0	0	0	0	0.600	0.170	0.653
IFNA10	IFNGR1	9606.ENSP00000369566	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.189	0.661
IFNA10	IFNA16	9606.ENSP00000369566	9606.ENSP00000369564	0	0	0	0.981	0.212	0	0.300	0.757	0.432
IFNA10	IFNA17	9606.ENSP00000369566	9606.ENSP00000411940	0	0	0	0.984	0.198	0	0.300	0.681	0.420
IFNA10	IFNB1	9606.ENSP00000369566	9606.ENSP00000369581	0	0	0	0.805	0.062	0	0.500	0.391	0.545
IFNA10	RELA	9606.ENSP00000369566	9606.ENSP00000384273	0	0	0	0	0	0	0.600	0	0.600
IFNA10	JAK2	9606.ENSP00000369566	9606.ENSP00000371067	0	0	0	0	0	0	0.600	0.045	0.601
IFNA10	TYK2	9606.ENSP00000369566	9606.ENSP00000431885	0	0	0	0	0	0	0.600	0.125	0.635
IFNA10	IRF3	9606.ENSP00000369566	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.129	0.909
IFNA10	IRF7	9606.ENSP00000369566	9606.ENSP00000380697	0	0	0	0	0	0	0.900	0.255	0.922
IFNA13	NFKB1	9606.ENSP00000480467	9606.ENSP00000226574	0	0	0	0	0	0	0.600	0.210	0.670
IFNA13	IFNG	9606.ENSP00000480467	9606.ENSP00000229135	0	0	0	0	0	0	0	0.402	0.402
IFNA13	IFNAR1	9606.ENSP00000480467	9606.ENSP00000270139	0	0	0	0	0	0	0.600	0.364	0.735
IFNA13	IFNGR2	9606.ENSP00000480467	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.135	0.639
IFNA13	JAK1	9606.ENSP00000480467	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0.081	0.616
IFNA13	IFNAR2	9606.ENSP00000480467	9606.ENSP00000343957	0	0	0	0	0	0	0.600	0.282	0.700
IFNA13	IFNGR1	9606.ENSP00000480467	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.157	0.648
IFNA13	IFNA8	9606.ENSP00000480467	9606.ENSP00000369553	0	0	0	0.974	0.088	0.708	0	0.601	0.726
IFNA13	IFNA21	9606.ENSP00000480467	9606.ENSP00000369574	0	0	0	0.978	0	0.478	0	0.630	0.485
IFNA13	JAK2	9606.ENSP00000480467	9606.ENSP00000371067	0	0	0	0	0	0	0.600	0	0.600
IFNA13	IRF7	9606.ENSP00000480467	9606.ENSP00000380697	0	0	0	0	0	0	0.600	0.391	0.745
IFNA13	RELA	9606.ENSP00000480467	9606.ENSP00000384273	0	0	0	0	0	0	0.600	0	0.600
IFNA13	IFNA4	9606.ENSP00000480467	9606.ENSP00000412897	0	0	0	0.978	0	0.677	0	0.518	0.680
IFNA13	IRF3	9606.ENSP00000480467	9606.ENSP00000471896	0	0	0	0	0	0	0.600	0.384	0.743
IFNA13	IFNA5	9606.ENSP00000480467	9606.ENSP00000484479	0	0	0	0.980	0.049	0.622	0	0.460	0.628
IFNA14	NFKB1	9606.ENSP00000369571	9606.ENSP00000226574	0	0	0	0	0	0	0.600	0.046	0.602
IFNA14	IFNAR1	9606.ENSP00000369571	9606.ENSP00000270139	0	0	0	0	0	0	0.900	0.323	0.929
IFNA14	IFNGR2	9606.ENSP00000369571	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.194	0.663
IFNA14	STAT2	9606.ENSP00000369571	9606.ENSP00000315768	0	0	0	0	0	0	0.600	0.091	0.620
IFNA14	SOCS3	9606.ENSP00000369571	9606.ENSP00000330341	0	0	0	0	0	0	0.600	0	0.600
IFNA14	PTPN11	9606.ENSP00000369571	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0	0.900
IFNA14	JAK1	9606.ENSP00000369571	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0	0.600
IFNA14	IFNAR2	9606.ENSP00000369571	9606.ENSP00000343957	0	0	0	0	0	0	0.900	0.244	0.921
IFNA14	STAT1	9606.ENSP00000369571	9606.ENSP00000354394	0	0	0	0	0	0	0.600	0.119	0.632
IFNA14	IFNGR1	9606.ENSP00000369571	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.200	0.666
IFNA14	IFNA6	9606.ENSP00000369571	9606.ENSP00000369558	0	0	0	0.979	0.096	0.877	0.300	0.733	0.916
IFNA14	IFNA17	9606.ENSP00000369571	9606.ENSP00000411940	0	0	0	0.980	0.212	0	0.300	0.630	0.431
IFNA14	IFNB1	9606.ENSP00000369571	9606.ENSP00000369581	0	0	0	0.813	0.062	0	0.500	0.391	0.544
IFNA14	TYK2	9606.ENSP00000369571	9606.ENSP00000431885	0	0	0	0	0	0	0.600	0	0.600
IFNA14	JAK2	9606.ENSP00000369571	9606.ENSP00000371067	0	0	0	0	0	0	0.600	0	0.600
IFNA14	RELA	9606.ENSP00000369571	9606.ENSP00000384273	0	0	0	0	0	0	0.600	0	0.600
IFNA14	IFNA21	9606.ENSP00000369571	9606.ENSP00000369574	0	0	0	0.979	0.076	0.602	0.300	0.608	0.723
IFNA14	IFNA5	9606.ENSP00000369571	9606.ENSP00000484479	0	0	0	0.981	0.076	0.758	0	0.683	0.769
IFNA14	IRF3	9606.ENSP00000369571	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.172	0.913
IFNA14	IRF7	9606.ENSP00000369571	9606.ENSP00000380697	0	0	0	0	0	0	0.900	0.307	0.927
IFNA16	NFKB1	9606.ENSP00000369564	9606.ENSP00000226574	0	0	0	0	0	0	0.600	0	0.600
IFNA16	IFNA7	9606.ENSP00000369564	9606.ENSP00000239347	0	0	0	0.980	0.214	0	0.300	0.753	0.434
IFNA16	IFNAR1	9606.ENSP00000369564	9606.ENSP00000270139	0	0	0	0	0	0	0.900	0.305	0.927
IFNA16	IFNGR2	9606.ENSP00000369564	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.048	0.602
IFNA16	STAT2	9606.ENSP00000369564	9606.ENSP00000315768	0	0	0	0	0	0	0.600	0.068	0.611
IFNA16	SOCS3	9606.ENSP00000369564	9606.ENSP00000330341	0	0	0	0	0	0	0.600	0	0.600
IFNA16	PTPN11	9606.ENSP00000369564	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0	0.900
IFNA16	JAK1	9606.ENSP00000369564	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0.044	0.601
IFNA16	IFNAR2	9606.ENSP00000369564	9606.ENSP00000343957	0	0	0	0	0	0	0.900	0.286	0.925
IFNA16	STAT1	9606.ENSP00000369564	9606.ENSP00000354394	0	0	0	0	0	0	0.600	0.108	0.627
IFNA16	IFNGR1	9606.ENSP00000369564	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.123	0.634
IFNA16	IFNA17	9606.ENSP00000369564	9606.ENSP00000411940	0	0	0	0.981	0.185	0	0.300	0.602	0.411
IFNA16	IFNB1	9606.ENSP00000369564	9606.ENSP00000369581	0	0	0	0.825	0.062	0	0.500	0.418	0.544
IFNA16	RELA	9606.ENSP00000369564	9606.ENSP00000384273	0	0	0	0	0	0	0.600	0	0.600
IFNA16	JAK2	9606.ENSP00000369564	9606.ENSP00000371067	0	0	0	0	0	0	0.600	0	0.600
IFNA16	TYK2	9606.ENSP00000369564	9606.ENSP00000431885	0	0	0	0	0	0	0.600	0.067	0.610
IFNA16	IRF3	9606.ENSP00000369564	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.130	0.909
IFNA16	IRF7	9606.ENSP00000369564	9606.ENSP00000380697	0	0	0	0	0	0	0.900	0.231	0.919
IFNA17	NFKB1	9606.ENSP00000411940	9606.ENSP00000226574	0	0	0	0	0	0	0.600	0.173	0.655
IFNA17	IFNG	9606.ENSP00000411940	9606.ENSP00000229135	0	0	0	0	0	0	0	0.605	0.605
IFNA17	IFNA7	9606.ENSP00000411940	9606.ENSP00000239347	0	0	0	0.983	0.185	0	0.300	0.601	0.411
IFNA17	IL1B	9606.ENSP00000411940	9606.ENSP00000263341	0	0	0	0	0	0	0	0.420	0.420
IFNA17	IFNAR1	9606.ENSP00000411940	9606.ENSP00000270139	0	0	0	0	0	0	0.900	0.565	0.954
IFNA17	IFNGR2	9606.ENSP00000411940	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.357	0.731
IFNA17	TLR3	9606.ENSP00000411940	9606.ENSP00000296795	0	0	0	0	0	0	0	0.431	0.431
IFNA17	STAT2	9606.ENSP00000411940	9606.ENSP00000315768	0	0	0	0	0	0	0.600	0.438	0.765
IFNA17	SOCS3	9606.ENSP00000411940	9606.ENSP00000330341	0	0	0	0	0	0	0.600	0.193	0.663
IFNA17	PTPN11	9606.ENSP00000411940	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.045	0.900
